Final Price/Ounce,Final Price (max),Discount,Alt Price/Ounce,Alt Price (min),Strike Price,List Price,Product Name,Grams of Sugar,Grams of Protein,Grams of Fat,Calories,Number in Package,Ounces
0.292,1.55,0,0.292,1.55,0,1.55,Dannon Oikos Yogurt Greek Triple Zero Nonfat Strawberry - 5.3 Oz Get started today - enroll in Box Tops for Education,6,1,0,11,0,5.3
0.292,1.55,0,0.292,1.55,0,1.55,Dannon Oikos Yogurt Greek Triple Zero Nonfat Peach - 5.3 Oz Get started today - enroll in Box Tops for Education,6,1,0,12,0,5.3
0.292,1.55,0,0.292,1.55,0,1.55,Dannon Oikos Triple Zero Yogurt Greek Nonfat Blended Cherry Flavor - 5.3 Oz Get started today - enroll in Box Tops for Education,6,1,0,11,0,5.3
0.292,1.55,0,0.292,1.55,0,1.55,Dannon Oikos Yogurt Greek Triple Zero Nonfat Coconut Creme - 5.3 Oz Get started today - enroll in Box Tops for Education,6,1,0,12,0,5.3
0.292,1.55,0,0.292,1.55,0,1.55,Chobani Yogurt Greek Non-Fat Plain - 5.3 Oz Get started today - enroll in Box Tops for Education,4,1,0,80,0,5.3
0.299,2.09,0,0.299,2.09,0,2.09,Fage Total 2% Yogurt Greek Lowfat Strained - 7 Oz Get started today - enroll in Box Tops for Education,6,2,4,14,0,7
0.299,2.09,0,0.299,2.09,0,2.09,Fage Total Yogurt Greek Strained - 7 Oz Get started today - enroll in Box Tops for Education,6,1,10,19,0,7
0.311,2.49,0.49,0.25,2,2.49,2,Noosa Yoghurt Lemon - 8 Oz Get started today - enroll in Box Tops for Education,35,1,13,32,0,8
0.311,2.49,0.49,0.25,2,2.49,2,Noosa Yoghurt Peach - 8 Oz Get started today - enroll in Box Tops for Education,32,1,11,28,0,8
0.311,2.49,0.49,0.25,2,2.49,2,Noosa Yoghurt Blueberry - 8 Oz Get started today - enroll in Box Tops for Education,31,1,11,28,0,8
0.311,2.49,0.49,0.25,2,2.49,2,Noosa Yoghurt Finest Tart Cherry - 8 Oz Get started today - enroll in Box Tops for Education,31,1,11,28,0,8
0.311,2.49,0.49,0.25,2,2.49,2,Noosa Mango Yogurt - 8 Oz Get started today - enroll in Box Tops for Education,31,1,11,28,0,8
0.311,2.49,0.49,0.25,2,2.49,2,Noosa Yoghurt Strawberry & Hibiscus - 8 Oz Get started today - enroll in Box Tops for Education,31,1,11,28,0,8
0.311,2.49,0.49,0.25,2,2.49,2,Noosa Yoghurt Raspberry - 8 Oz Get started today - enroll in Box Tops for Education,30,1,11,28,0,8
0.311,2.49,0.49,0.25,2,2.49,2,Noosa Yoghurt Coconut - 8 Oz Get started today - enroll in Box Tops for Education,30,1,13,30,0,8
0.311,2.49,0.49,0.25,2,2.49,2,Noosa Yoghurt Pumpkin - 8 Oz Get started today - enroll in Box Tops for Education,29,1,12,29,0,8
0.311,2.49,0.49,0.25,2,2.49,2,Noosa Yoghurt Honey - 8 Oz Get started today - enroll in Box Tops for Education,28,1,13,29,0,8
0.312,4.99,1,0.249,3.99,4.99,3.99,Noosa Yoghurt Finest Vanilla 4 Count - 16 Oz Get started today - enroll in Box Tops for Education,16,6,7,15,0,16
0.312,4.99,1,0.249,3.99,4.99,3.99,Noosa Yoghurt Blueberry 4 Pack - 16 Oz Get started today - enroll in Box Tops for Education,15,6,6,14,0,16
0.312,4.99,1,0.249,3.99,4.99,3.99,MUSCLE MILK Protein Shake Yogurt Smoothie Strawberry Banana Flavor - 16 Oz. Get started today - enroll in Box Tops for Education,20,2,4.5,26,0,16
0.312,4.99,1,0.249,3.99,4.99,3.99,MUSCLE MILK Protein Shake Yogurt Smoothie Blueberry Flavor - 16 Oz. Get started today - enroll in Box Tops for Education,20,2,4.5,26,0,16
0.332,1.99,0.74,0.208,1.25,1.99,1.25,So Delicious All Natural Raspberry Yogurt Made With Coconut Milk - 6 Oz Get started today - enroll in Box Tops for Education,19,1,4,13,0,6
0.333,5.49,1.5,0.242,3.99,5.49,3.99,Ben & Jerrys Fro Yo frzn Yogurt Low Fat Half Baked - 1 Pint Get started today - enroll in Box Tops for Education,25,5,3,18,0,16.5
0.333,5.49,1.5,0.242,3.99,5.49,3.99,Ben & Jerrys Fro Yo frzn Yogurt Low Fat Cherry Garcia - 1 Pint Get started today - enroll in Box Tops for Education,24,5,3,17,0,16.5
0.34,1.8,0,0.34,1.8,0,1.8,Chobani Hint Strawberry - 5.3 Oz Get started today - enroll in Box Tops for Education,9,1,2.5,12,0,5.3
0.34,1.8,0,0.34,1.8,0,1.8,Chobani Hint Wild Blueberry - 5.3 Oz Get started today - enroll in Box Tops for Education,9,1,2.5,12,0,5.3
0.34,1.8,0,0.34,1.8,0,1.8,Chobani Hint Vanilla Cinnamon - 5.3 Oz Get started today - enroll in Box Tops for Education,9,1,2.5,12,0,5.3
0.34,1.8,0,0.34,1.8,0,1.8,Chobani Yogurt Greek Less Sugar Clingstone Peach Cup - 5.3 Oz Get started today - enroll in Box Tops for Education,9,1,2.5,12,0,5.3
0.34,1.8,0,0.34,1.8,0,1.8,Chobani Yogurt Greek Less Sugar Gili Cherry Cup - 5.3 Oz Get started today - enroll in Box Tops for Education,8,1,2.5,11,0,5.3
0.348,2.09,0,0.348,2.09,0,2.09,Fage Total 0% Yogurt Greek Nonfat Strained - 6 Oz Get started today - enroll in Box Tops for Education,5,1,0,90,0,6
0.356,5.69,0,0.356,5.69,0,5.69,Stonyfield Organic Ykids Strawberry Banana - 16 Oz Get started today - enroll in Box Tops for Education,5,2,2,50,0,16
0.372,1.97,0,0.372,1.97,0,1.97,Chobani Flip Cookies And Cream - 5.3 Oz Get started today - enroll in Box Tops for Education,21,1,5,19,0,5.3
0.372,1.97,0,0.372,1.97,0,1.97,Chobani Flip Yogurt Greek Peanut Butter Dream - 5.3 Oz Get started today - enroll in Box Tops for Education,21,1,7,21,0,5.3
0.372,1.97,0,0.372,1.97,0,1.97,Chobani Flip Yogurt Greek Chocolate Haze Craze - 5.3 Oz Get started today - enroll in Box Tops for Education,20,1,10,23,0,5.3
0.372,1.97,0,0.372,1.97,0,1.97,Chobani Flip Yogurt Greek Key Lime Crumble - 5.3 Oz Get started today - enroll in Box Tops for Education,19,1,6,20,0,5.3
0.372,1.97,0,0.372,1.97,0,1.97,Chobani Flip Yogurt Greek Almond Coco Loco - 5.3 Oz Get started today - enroll in Box Tops for Education,19,1,10,23,0,5.3
0.372,1.97,0,0.372,1.97,0,1.97,Chobani Flip Yogurt Greek Smore Smores - 5.3 Oz Get started today - enroll in Box Tops for Education,19,1,4.5,18,0,5.3
0.372,1.97,0,0.372,1.97,0,1.97,Chobani Flip Yogurt Greek Mint Chocolate Chip - 5.3 Oz Get started today - enroll in Box Tops for Education,19,1,5,19,0,5.3
0.372,1.97,0,0.372,1.97,0,1.97,Chobani Flip Yogurt Greek Salted Caramel Crunch - 5.3 Oz Get started today - enroll in Box Tops for Education,17,1,4,18,0,5.3
0.375,1.99,0.74,0.236,1.25,1.99,1.25,Silk Yogurt Alternative Dairy-Free Blueberry - 5.3 Oz Get started today - enroll in Box Tops for Education,14,6,3,13,0,5.3
0.375,1.99,0.74,0.236,1.25,1.99,1.25,So Delicious Yogurt Alternative Coconutmilk Vanilla - 5.3 Oz Get started today - enroll in Box Tops for Education,16,0,4,12,0,5.3
0.375,1.99,0.74,0.236,1.25,1.99,1.25,Silk Yogurt Alternative Dairy-Free Vanilla - 5.3 Oz Get started today - enroll in Box Tops for Education,16,6,3.5,14,0,5.3
0.375,1.99,0.74,0.236,1.25,1.99,1.25,Silk Yogurt Alternative Dairy-Free Strawberry - 5.3 Oz Get started today - enroll in Box Tops for Education,13,6,3.5,13,0,5.3
0.375,1.99,0.74,0.236,1.25,1.99,1.25,Silk Yogurt Alternative Dairy-Free Peach & Mango - 5.3 Oz Get started today - enroll in Box Tops for Education,13,6,3.5,12,0,5.3
0.375,1.99,0.74,0.236,1.25,1.99,1.25,Silk Yogurt Alternative Dairy-Free Almondmilk Vanilla - 5.3 Oz Get started today - enroll in Box Tops for Education,17,5,11,20,0,5.3
0.375,1.99,0.74,0.236,1.25,1.99,1.25,Silk Yogurt Alternative Dairy-Free Almondmilk Strawberry - 5.3 Oz Get started today - enroll in Box Tops for Education,15,5,11,18,0,5.3
0.375,1.99,0.74,0.236,1.25,1.99,1.25,Silk Yogurt Alternatice Daity-Free Almondmilk Peach - 5.3 Oz Get started today - enroll in Box Tops for Education,15,5,11,18,0,5.3
0.388,1.55,0,0.388,1.55,0,1.55,Chobani Gimmies Yogurt Crunch Choco Chunk Cookie Dunk - 4 Oz Get started today - enroll in Box Tops for Education,16,8,4,15,0,4
0.388,1.55,0,0.388,1.55,0,1.55,Chobani Gimmies Yogurt Crunch Best Birthday Ever - 4 Oz Get started today - enroll in Box Tops for Education,15,8,4.5,15,0,4
0.388,1.55,0,0.388,1.55,0,1.55,Chobani Gimmies Yogurt Crunch Ooey Goooey Smore - 4 Oz Get started today - enroll in Box Tops for Education,14,8,4,14,0,4
0.394,1.97,0,0.394,1.97,0,1.97,Yoplait Oui Yogurt French Style Strawberry - 5 Oz Get started today - enroll in Box Tops for Education,15,5,7,16,0,5
0.394,1.97,0,0.394,1.97,0,1.97,Yoplait Oui Yogurt French Style Vanilla - 5 Oz Get started today - enroll in Box Tops for Education,15,5,8,17,0,5
0.394,1.97,0,0.394,1.97,0,1.97,Yoplait Oui Yogurt French Style Peach - 5 Oz Get started today - enroll in Box Tops for Education,15,5,7,16,0,5
0.394,1.97,0,0.394,1.97,0,1.97,Yoplait Oui Yogurt French Style Lemon - 5 Oz Get started today - enroll in Box Tops for Education,15,5,7,16,0,5
0.394,1.97,0,0.394,1.97,0,1.97,Yoplait Oui Yogurt French Style Coconut - 5 Oz Get started today - enroll in Box Tops for Education,15,5,8,17,0,5
0.394,1.97,0,0.394,1.97,0,1.97,Yoplait Oui Yogurt French Style Black Cherry - 5 Oz Get started today - enroll in Box Tops for Education,15,5,7,16,0,5
0.394,1.97,0,0.394,1.97,0,1.97,Yoplait Oui Yogurt French Style Blueberry - 5 Oz Get started today - enroll in Box Tops for Education,15,5,7,16,0,5
0.394,1.97,0,0.394,1.97,0,1.97,Oui By Yoplait French Style Ygrt Rspbry - 5 Oz Get started today - enroll in Box Tops for Education,15,5,7,16,0,5
0.394,1.97,0,0.394,1.97,0,1.97,Oui By Yoplait French Style Ygrt Key Lime - 5 Oz Get started today - enroll in Box Tops for Education,15,5,7,16,0,5
0.394,2.09,0,0.394,2.09,0,2.09,Fage Total 2% Yogurt Greek Lowfat Strained with Strawberry - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,2.5,12,0,5.3
0.394,2.09,0,0.394,2.09,0,2.09,Fage Total 2% Yogurt Greek Lowfat Strained with Peach - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,2.5,12,0,5.3
0.394,2.09,0,0.394,2.09,0,2.09,Fage Total 2% Blackberry Greek Yogurt - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,2.5,12,0,5.3
0.394,2.09,0,0.394,2.09,0,2.09,Fage Total 0% Yogurt Greek Nonfat Strained with Raspberry - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,0,11,0,5.3
0.394,2.09,0,0.394,2.09,0,2.09,Fage Total 5% Yogurt Greek Whole Milk Strained With Sicilian Lemon - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,6,15,0,5.3
0.394,2.09,0,0.394,2.09,0,2.09,Fage Total 2% Yogurt Greek Lowfat Strained with Mixed Berries - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,2.5,13,0,5.3
0.398,1.79,0,0.398,1.79,0,1.79,Noosa Mixed Berry Yoghurt - 4.5 Oz Get started today - enroll in Box Tops for Education,18,6,6,15,0,4.5
0.398,1.79,0,0.398,1.79,0,1.79,Chobani Yogurt Greek Low Fat Less Sugar Vanilla Mocha Crunch - 4.5 Oz Get started today - enroll in Box Tops for Education,12,1,4.5,14,0,4.5
0.398,1.79,0,0.398,1.79,0,1.79,Chobani Yogurt Greek Less Sugar Honey Pistachio Crunch - 4.5 Oz Get started today - enroll in Box Tops for Education,12,1,4,14,0,4.5
0.398,1.79,0,0.398,1.79,0,1.79,Chobani Yogurt Greek Less Sugar Lemon Cookie Crunch - 4.5 Oz Get started today - enroll in Box Tops for Education,11,1,4.5,14,0,4.5
0.398,1.79,0,0.398,1.79,0,1.79,Chobani Yogurt Greek Less Sugar Raspberry Chocolate Crunch - 4.5 Oz Get started today - enroll in Box Tops for Education,10,1,6,14,0,4.5
0.399,3.99,0,0.399,3.99,3.99,0,Fresh Cut Yogurt Parfait Strawberry - 10 Oz (440 Cal),47,1,7,44,0,10
0.399,3.99,0,0.399,3.99,0,3.99,Fresh Cut Yogurt Parfait Greek Yogurt - 10 Oz (530 Cal) Get started today - enroll in Box Tops for Education,43,2,11,53,0,10
0.399,3.99,0,0.399,3.99,0,3.99,Fresh Cut Yogurt Parfait Vanilla - 10 Oz (440 Cal) Get started today - enroll in Box Tops for Education,47,1,7,44,0,10
0.408,4.59,0,0.408,4.59,0,4.59,Litehouse Opadipity Dressing Yogurt Greek Tzatziki Ranch - 11.25 Oz. Get started today - enroll in Box Tops for Education,2,2,1.5,30,0,11.25
0.418,1.67,0.42,0.313,1.25,1.67,1.25,Plum Organics Baby Food Stage 2 Raspberry Spinach & Greek Yogurt - 4 Oz Get started today - enroll in Box Tops for Education,8,2,0,50,0,4
0.429,2.49,0.49,0.345,2,2.49,2,Noosa Mates Yoghurt & Crunchies Cookies & Cream - 5.8 Oz Get started today - enroll in Box Tops for Education,27,9,11,28,0,5.8
0.431,6.89,0,0.431,6.89,0,6.89,Kite Hill Yogurt Artisan Almond Milk Plain Unsweetened Tub - 16 Oz Get started today - enroll in Box Tops for Education,1,5,16,17,0,16
0.432,2.29,0,0.432,2.29,2.29,0,Kiteh Yogurt Strawberry - 5.30 Oz Get started today - enroll in Box Tops for Education,15,5,11,18,0,5.3
0.432,2.29,0,0.432,2.29,2.29,0,Kiteh Yogurt Vanilla - 5.30 Oz Get started today - enroll in Box Tops for Education,18,3,10,16,0,5.3
0.432,2.29,0,0.432,2.29,2.29,0,Chobani Yogurt Non Dairy Coconut Based Peach - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,7,14,0,5.3
0.432,2.29,0,0.432,2.29,2.29,0,Siggis Non Fat Strained Peach Yogurt - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,0,10,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,Silk Yogurt Cult Almd Dk Choc - 5.3 Oz Get started today - enroll in Box Tops for Education,17,5,11,19,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,Kite Hill Yogurt Blueberry - 5.3 Oz Get started today - enroll in Box Tops for Education,14,5,11,17,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,Kiteh Peach Yogurt - 5.3 Oz Get started today - enroll in Box Tops for Education,18,3,10,16,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,Siggis Yogurt Icelandic Style Skyr Strained Non-Fat Strawberry - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,0,12,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,Chobani Yogurt Non Dairy Coconut Based Vanilla - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,8,14,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,Chobani Yogurt Non Dairy Coconut Based Strawberry - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,7,14,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,Chobani Yogurt Non Dairy Coconut Based Blueberry - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,7,15,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,Siggis Yogurt Icelandic Style Skyr Strained Non-Fat Acai Mixed Berries - 5.3 Oz Get started today - enroll in Box Tops for Education,11,1,0,12,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,"Siggis 2 Vanilla & Cinnamon, - 5.3 Oz Get started today - enroll in Box Tops for Education",11,1,3,14,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,Siggis Yogurt Icelandic Style Skyr Strained Non-Fat Blueberry - 5.3 Oz Get started today - enroll in Box Tops for Education,10,1,0,12,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,Siggis Yogurt Icelandic Style Skyr Strained Non-Fat Raspberry - 5.3 Oz Get started today - enroll in Box Tops for Education,10,1,0,11,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,Siggis Yogurt Icelandic Style Skyr Strained Non-Fat Vanilla - 5.3 Oz Get started today - enroll in Box Tops for Education,9,1,0,11,0,5.3
0.432,2.29,0,0.432,2.29,0,2.29,siggis Yogurt Strained Low Fat Coconut Icelandic Style - 5.3 Oz Get started today - enroll in Box Tops for Education,9,1,8,17,0,5.3
0.448,1.79,0,0.448,1.79,1.79,0,Noosa Finest Yoghurt Vanilla Bean - 4 Oz Get started today - enroll in Box Tops for Education,16,6,6,14,0,4
0.448,1.79,0,0.448,1.79,0,1.79,Noosa Finest Yoghurt Salted Caramel - 4 Oz Get started today - enroll in Box Tops for Education,17,6,5,14,0,4
0.448,1.79,0.54,0.313,1.25,1.79,1.25,Plum Organics Organic Tots Mighty 4 Puree Kale Strawberry Amaranth Greek Yogurt - 4 Oz Get started today - enroll in Box Tops for Education,8,3,0.5,70,0,4
0.448,1.79,0.54,0.313,1.25,1.79,1.25,Plum Organics Organic Tots Mighty 4 Puree Sweet Potato Carrot Blueberry Apple Greek Yogurt - 4 Oz Get started today - enroll in Box Tops for Education,10,2,0.5,80,0,4
0.448,1.79,0.54,0.313,1.25,1.79,1.25,Plum Organics Organic Tots Mighty 4 Puree Apple Blackberry Purple Carrot Greek Yogurt Oat - 4 Oz Get started today - enroll in Box Tops for Education,7,2,0.5,60,0,4
0.453,2.49,0.49,0.364,2,2.49,2,Noosa Mates Yoghurt & Crunchies Finest Coconut Almond Chocolate - 5.5 Oz Get started today - enroll in Box Tops for Education,25,9,18,31,0,5.5
0.453,2.49,0.49,0.364,2,2.49,2,Noosa Mates Yoghurt & Crunchies Finest Banana Chocolate Peanut - 5.5 Oz Get started today - enroll in Box Tops for Education,24,9,13,27,0,5.5
0.453,3.99,0.49,0.398,3.5,3.99,3.5,belVita Breakfast Biscuits Strawberry Yoghurt Creme - 8.8 Oz Get started today - enroll in Box Tops for Education,14,3,8,23,0,8.8
0.52,2.29,0,0.52,2.29,0,2.29,Siggis Yogurt Icelandic Style Skyr Strained Whole-Milk Vanilla - 4.4 Oz Get started today - enroll in Box Tops for Education,8,1,4.5,14,0,4.4
0.52,2.29,0,0.52,2.29,0,2.29,Siggis Banana And Cinnamon Yogurt - 4.4 Oz Get started today - enroll in Box Tops for Education,5,1,4,12,0,4.4
0.545,2.89,0,0.545,2.89,0,2.89,Lavva Yogurt Plant Based Dairy Free Blueberry Cup - 5.3 Oz Get started today - enroll in Box Tops for Education,7,2,11,16,0,5.3
0.545,2.89,0,0.545,2.89,0,2.89,Lavva Yogurt Plant Based Strawberry Cup - 5.3 Oz Get started today - enroll in Box Tops for Education,7,2,11,15,0,5.3
0.545,2.89,0,0.545,2.89,0,2.89,Lavva Yogurt Plant Based Original Cup - 5.3 Oz Get started today - enroll in Box Tops for Education,7,2,13,17,0,5.3
0.565,3.39,0,0.565,3.39,0,3.39,Dannon Yogurt Lowfat Coffee - 4-6 Oz Get started today - enroll in Box Tops for Education,25,8,2.5,16,4,6
0.573,2.29,0,0.573,2.29,2.29,0,Siggis Yogurt Style Skyr Strained Triple Cream Raspberry Cup - 4 Oz Get started today - enroll in Box Tops for Education,8,9,10,17,0,4
0.573,2.29,0,0.573,2.29,0,2.29,Siggis Yogurt Style Skyr Strained Triple Cream Lemon Cup - 4 Oz Get started today - enroll in Box Tops for Education,8,9,10,17,0,4
0.573,2.29,0,0.573,2.29,0,2.29,Siggis Yogurt Style Skyr Strained Triple Cream Vanilla Cup - 4 Oz Get started today - enroll in Box Tops for Education,8,9,10,17,0,4
0.6,2.4,0,0.6,2.4,0,2.4,Signature Farms Snack Pk Apples Yogurt Dip - 4 Oz Get started today - enroll in Box Tops for Education,18,3,5,14,0,4
0.608,4.59,0,0.608,4.59,0,4.59,Fresh Express Salad Kit Caesar Greek - 7.55 Oz Get started today - enroll in Box Tops for Education,1,3,5,80,0,7.55
0.847,1.49,0.5,0.563,0.99,1.49,0.99,Clio Yogurt Bar Greek Hazelnut - 1.76 Oz Get started today - enroll in Box Tops for Education,11,9,7,15,0,1.76
0.847,1.49,0.5,0.563,0.99,1.49,0.99,Clio Bar Yogurt Greek Strwbry - 1.76 Oz Get started today - enroll in Box Tops for Education,10,8,6,14,0,1.76
0.847,1.49,0.5,0.563,0.99,1.49,0.99,Clio Bar Ygurt Grk Vnla - 1.76 Oz Get started today - enroll in Box Tops for Education,10,8,7,14,0,1.76
0.848,3.39,0,0.848,3.39,3.39,0,Activia Probiotic Yogurt Lowfat With Bifidus Strawberry - 4-4 Oz Get started today - enroll in Box Tops for Education,13,4,1.5,90,4,4
0.848,3.39,0,0.848,3.39,0,3.39,Activia Probiotic Yogurt Lowfat With Bifidus Vanilla - 4-4 Oz Get started today - enroll in Box Tops for Education,13,4,1.5,90,4,4
0.848,3.39,0,0.848,3.39,0,3.39,Activia Probiotic Yogurt Lowfat With Bifidus Peach - 4-4 Oz Get started today - enroll in Box Tops for Education,13,4,1.5,90,4,4
0.848,3.39,0,0.848,3.39,0,3.39,Activia Probiotic Yogurt Lowfat With Bifidus Blueberry - 4-4 Oz Get started today - enroll in Box Tops for Education,13,4,1.5,90,4,4
0.848,3.39,0,0.848,3.39,0,3.39,Dannon Activia Yogurt Lowfat Black Cherry - 4-4 Oz Get started today - enroll in Box Tops for Education,13,4,1.5,90,4,4
0.848,3.39,0,0.848,3.39,0,3.39,Activia Probiotic Yogurt Light With Bifidus Vanilla - 4-4 Oz Get started today - enroll in Box Tops for Education,6,4,0,60,4,4
0.848,3.39,0,0.848,3.39,0,3.39,YoCrunch Yogurt Lowfat Vanilla Milk Chocolate M&Ms - 4-4 Oz Get started today - enroll in Box Tops for Education,13,3,1,80,4,4
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Oikos Greek Yogurt Traditional Key Lime - 4-5.3 Oz Get started today - enroll in Box Tops for Education,15,1,4,15,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Oikos Yogurt Greek Nonfat Vanilla - 4-5.3 Oz Get started today - enroll in Box Tops for Education,14,1,0,11,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Light & Fit Yogurt Greek Nonfat Cherry - 4-5.3 Oz Get started today - enroll in Box Tops for Education,8,1,0,80,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Light & Fit Yogurt Greek Nonfat Vanilla - 4-5.3 Oz Get started today - enroll in Box Tops for Education,7,1,0,80,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Light & Fit Yogurt Greek Nonfat Strawberry Cheesecake - 4-5.3 Oz Get started today - enroll in Box Tops for Education,7,1,0,80,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Light & Fit Yogurt Greek Nonfat Toasted Coconut Vanilla - 4-5.3 Oz Get started today - enroll in Box Tops for Education,7,1,0,80,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Light & Fit Yogurt Greek Nonfat Raspberry - 4-5.3 Oz Get started today - enroll in Box Tops for Education,7,1,0,80,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Light & Fit Yogurt Greek Nonfat Strawberry Banana - 4-5.3 Oz Get started today - enroll in Box Tops for Education,7,1,0,80,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Light & Fit Greek Yogurt Peach - 4-5.3 Oz Get started today - enroll in Box Tops for Education,7,1,0,80,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Light & Fit Yogurt Greek Nonfat Strawberry - 4-5.3 Oz Get started today - enroll in Box Tops for Education,6,1,0,80,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Oikos Yogurt Greek Triple Zero Nonfat Mixed Berry - 4-5.3 Oz Get started today - enroll in Box Tops for Education,6,1,0,12,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Light & Fit Yogurt Greek Nonfat Blueberry - 4-5.3 Oz Get started today - enroll in Box Tops for Education,6,1,0,80,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Oikos Yogurt Greek Triple Zero Nonfat Vanilla - 4-5.3 Oz Get started today - enroll in Box Tops for Education,6,1,0,12,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Oikos Yogurt Greek Triple Zero Nonfat Straberry - 4-5.3 Oz Get started today - enroll in Box Tops for Education,6,1,0,12,4,5.3
0.866,4.59,0,0.866,4.59,0,4.59,Dannon Oikos Triple Zero Peach - 4-5.3 Oz Get started today - enroll in Box Tops for Education,6,1,0,11,4,5.3
0.926,1.63,0,0.926,1.63,0,1.63,Balance Nutrition Bar Yogurt Honey Peanut - 1.76 Oz Get started today - enroll in Box Tops for Education,18,1,7,20,0,1.76
0.942,4.99,1,0.753,3.99,4.99,3.99,Chobani Yogurt Greek Non-Fat On The Bottom Black Cherry - 4-5.3 Oz Get started today - enroll in Box Tops for Education,15,1,0,12,4,5.3
0.942,4.99,1,0.753,3.99,4.99,3.99,Chobani Yogurt Greek Low Fat Vanilla With Mixed Berry On The Bottom - 4-5.3 Oz Get started today - enroll in Box Tops for Education,17,1,2.5,14,4,5.3
0.942,4.99,1,0.753,3.99,4.99,3.99,Chobani Yogurt Greek Fruit On The Bottom Non-Fat Raspberry - 4-5.3 Oz Get started today - enroll in Box Tops for Education,15,1,0,12,4,5.3
0.942,4.99,1,0.753,3.99,4.99,3.99,Chobani Yogurt Greek Fruit On The Bottom Non-Fat Strawberry - 4-5.3 Oz Get started today - enroll in Box Tops for Education,14,1,0,11,4,5.3
0.942,4.99,1,0.753,3.99,4.99,3.99,Chobani Yogurt Greek Fruit On The Bottom Non-Fat Blueberry - 4-5.3 Oz Get started today - enroll in Box Tops for Education,14,1,0,11,4,5.3
0.942,4.99,1,0.753,3.99,4.99,3.99,Chobani Yogurt Greek Fruit On The Bottom Non-Fat Peach - 4-5.3 Oz Get started today - enroll in Box Tops for Education,14,1,0,11,4,5.3
0.942,4.99,1,0.753,3.99,4.99,3.99,Chobani Yogurt Greek Non-Fat Plain - 4-5.3 Oz Get started today - enroll in Box Tops for Education,4,1,0,80,4,5.3
0.998,5.99,1,0.832,4.99,5.99,4.99,Yoplait Blueberry Mixed Berry Lf Yogurt Fridge Pack - 8-6 Oz Get started today - enroll in Box Tops for Education,19,6,2,15,8,6
0.998,5.99,1,0.832,4.99,5.99,4.99,Yoplait Original Yogurt Low Fat Strawberry & Harvest Peach - 8-6 Oz Get started today - enroll in Box Tops for Education,18,6,2,15,8,6
0.998,5.99,1,0.832,4.99,5.99,4.99,Yoplait Original Yogurt Low Fat Strawberry/Strawberry Banana - 8-6 Oz Get started today - enroll in Box Tops for Education,18,6,2,15,8,6
0.998,5.99,1,0.832,4.99,5.99,4.99,Yoplait Original Yogurt Low Fat Strawberry - 8-6 Oz Get started today - enroll in Box Tops for Education,18,6,2,15,8,6
0.998,5.99,1,0.832,4.99,5.99,4.99,Yoplait Light Yogurt Fat Free Harvest Peach/Strawberry - 8-6 Oz Get started today - enroll in Box Tops for Education,10,5,0,90,8,6
1.059,3.39,0,1.059,3.39,0,3.39,P3 Portable Protein Pack Protein Plates Turkey Almonds Monterey Jack Yogurt Blueberries - 3.2 Oz Get started today - enroll in Box Tops for Education,10,1,21,32,0,3.2
